date,description,amount,manual_category,gst_rate,gst_amount
2025-01-25,Accounting Audit,-2320.4,Professional Services,18,353.96
2025-01-25,New Laptop (Dell),-114204.45,Hardware,18,17421.02
2025-01-26,LinkedIn Promo,-17894.47,Marketing,18,2729.66
2025-01-26,Flight to Mumbai,-18213.59,Travel,12,1951.46
2025-01-27,Train Tickets,-22982.94,Travel,18,3505.87
2025-01-27,Marketing Agency Fees,-8495.49,Professional Services,18,1295.92
2025-01-27,Print Media Ad,-33153.27,Marketing,18,5057.28
2025-01-28,Monthly Asset Depreciation,-18000.0,Depreciation,0,0.0
2025-01-28,Bank Loan Interest,-4800.0,Interest,0,0.0
2025-01-28,New Laptop (Dell),-47127.05,Hardware,18,7188.87
2025-01-29,Ad Revenue,306446.18,Revenue,18,46746.03
2025-01-29,Desk Organizers,-2863.74,Office Supplies,12,306.83
2025-01-31,Service Contract Q2,171221.6,Revenue,18,26118.55
2025-01-31,Cleaning Services,-7283.9,Other,5,346.85
2025-02-01,Ad Revenue,452249.85,Revenue,18,68987.27
2025-02-02,Client Payment - Project A,277089.71,Revenue,18,42267.92
2025-02-04,Hotel Stay - Client Visit,-18033.44,Travel,5,858.74
2025-02-04,Uber/Ola Rides,-7168.28,Travel,5,341.35
2025-02-05,Office Rent,-94400.0,Rent,18,14400.0
2025-02-05,Coffee for Pantry,-4306.91,Other,18,656.99
2025-02-08,Legal Consultation,-4290.78,Professional Services,18,654.53
2025-02-08,Mouse & Keyboards,-102228.46,Hardware,18,15594.17
2025-02-08,HR Consultant,-1906.14,Professional Services,18,290.77
2025-02-09,Whiteboard Markers,-4145.26,Office Supplies,18,632.33
2025-02-09,SaaS Subscription (Jira),-2639.76,Software,18,402.68
2025-02-10,Monthly Internet & Phone,-9647.982421539458,Utilities,18,1471.7261320992393
2025-02-10,LinkedIn Promo,-2341.08,Marketing,18,357.11
2025-02-10,Repairs & Maintenance,-2091.88,Other,5,99.61
2025-02-11,Mouse & Keyboards,-78247.75,Hardware,18,11936.1
2025-02-11,Online Store Sales,428512.59,Revenue,18,65366.33
2025-02-11,Facebook Ads,-4057.13,Marketing,18,618.88
2025-02-13,Repairs & Maintenance,-7532.96,Other,18,1149.1
2025-02-13,Flight to Mumbai,-19969.24,Travel,12,2139.56
2025-02-14,Server Rack Equipment,-115934.32,Hardware,18,17684.9
2025-02-16,Product Sales,195408.38,Revenue,18,29808.06
2025-02-16,AWS Cloud Bill,-9058.25,Software,18,1381.77
2025-02-16,Marketing Agency Fees,-2636.4,Professional Services,18,402.16
2025-02-18,Repairs & Maintenance,-6002.81,Other,5,285.85
2025-02-20,Marketing Agency Fees,-5796.71,Professional Services,18,884.24
2025-02-20,Product Sales,408706.07,Revenue,18,62344.99
2025-02-20,Printer Paper,-3344.45,Office Supplies,18,510.17
2025-02-20,Facebook Ads,-18569.45,Marketing,18,2832.63
2025-02-20,Diwali Gifts,-8595.57,Other,12,920.95
2025-02-21,LinkedIn Promo,-23701.29,Marketing,18,3615.45
2025-02-22,Flight to Mumbai,-19952.83,Travel,5,950.13
2025-02-22,Diwali Gifts,-4290.31,Other,12,459.68
2025-02-22,Zoom Pro License,-2194.48,Software,18,334.75
2025-02-22,Cleaning Services,-3944.4,Other,12,422.61
2025-02-24,Staples Order,-5061.88,Office Supplies,18,772.15
2025-02-24,Product Sales,334891.6,Revenue,18,51085.16
2025-02-24,Google Ads Campaign,-35867.52,Marketing,18,5471.32
2025-02-25,Google Ads Campaign,-15287.03,Marketing,18,2331.92
2025-02-26,Coffee for Pantry,-3223.35,Other,12,345.36
2025-02-27,AWS Cloud Bill,-2027.71,Software,18,309.31
2025-02-27,Train Tickets,-8278.07,Travel,18,1262.76
2025-02-27,Toner Cartridges,-8765.46,Office Supplies,18,1337.1
2025-02-28,Monthly Asset Depreciation,-18000.0,Depreciation,0,0.0
2025-02-28,Bank Loan Interest,-4800.0,Interest,0,0.0
2025-02-28,Toner Cartridges,-7317.04,Office Supplies,18,1116.16
2025-02-28,Facebook Ads,-16040.26,Marketing,18,2446.82
2025-03-01,Desk Organizers,-8730.65,Office Supplies,12,935.43
2025-03-01,Facebook Ads,-8063.49,Marketing,18,1230.02
2025-03-01,Ad Revenue,483859.7,Revenue,18,73809.11
2025-03-01,Desk Organizers,-6590.81,Office Supplies,18,1005.38
2025-03-01,Legal Consultation,-9332.16,Professional Services,18,1423.55
2025-03-02,SaaS Subscription (Jira),-3195.97,Software,18,487.52
2025-03-02,Train Tickets,-16701.39,Travel,5,795.3
2025-03-02,Desk Organizers,-6206.14,Office Supplies,12,664.94
2025-03-03,Consulting Fees,466591.11,Revenue,18,71174.92
2025-03-03,Train Tickets,-27669.78,Travel,18,4220.81
2025-03-03,New Laptop (Dell),-124702.76,Hardware,18,19022.45
2025-03-04,SaaS Subscription (Jira),-2968.35,Software,18,452.8
2025-03-05,Office Rent,-94400.0,Rent,18,14400.0
2025-03-05,Repairs & Maintenance,-7196.77,Other,12,771.08
2025-03-05,Repairs & Maintenance,-2770.21,Other,18,422.57
2025-03-05,Diwali Gifts,-2199.39,Other,12,235.65
2025-03-05,Marketing Agency Fees,-5105.83,Professional Services,18,778.85
2025-03-06,Repairs & Maintenance,-6540.67,Other,5,311.46
2025-03-09,Accounting Audit,-740.81,Professional Services,18,113.01
2025-03-10,Monthly Internet & Phone,-9223.136973696215,Utilities,18,1406.9191993773886
2025-03-10,Print Media Ad,-30655.28,Marketing,18,4676.23
2025-03-10,HR Consultant,-8951.86,Professional Services,18,1365.54
2025-03-11,HR Consultant,-5308.61,Professional Services,18,809.79
2025-03-11,Coffee for Pantry,-5495.53,Other,5,261.69
2025-03-11,Print Media Ad,-15534.31,Marketing,18,2369.64
2025-03-11,Client Payment - Project A,551181.61,Revenue,18,84078.55
2025-03-12,Monitor Screen,-137120.27,Hardware,18,20916.65
2025-03-12,Google Ads Campaign,-4983.21,Marketing,18,760.15
2025-03-13,Mouse & Keyboards,-52949.42,Hardware,18,8077.03
2025-03-13,AWS Cloud Bill,-3581.22,Software,18,546.29
2025-03-14,Hotel Stay - Client Visit,-23601.69,Travel,18,3600.26
2025-03-14,LinkedIn Promo,-32834.98,Marketing,18,5008.73
2025-03-15,HR Consultant,-2594.21,Professional Services,18,395.73
2025-03-16,Server Rack Equipment,-35062.19,Hardware,18,5348.47
2025-03-16,Staples Order,-6141.35,Office Supplies,12,658.0
2025-03-16,Repairs & Maintenance,-977.01,Other,5,46.52
2025-03-16,Server Rack Equipment,-98748.72,Hardware,18,15063.36
2025-03-17,Flight to Mumbai,-12390.02,Travel,5,590.0
2025-03-18,Flight to Mumbai,-20773.45,Travel,12,2225.73
2025-03-18,Legal Consultation,-3701.95,Professional Services,18,564.7
2025-03-20,Product Sales,110035.15,Revenue,18,16785.02
2025-03-20,Client Payment - Project A,178382.42,Revenue,18,27210.88
2025-03-20,Repairs & Maintenance,-9435.39,Other,18,1439.3
2025-03-20,Marketing Agency Fees,-5268.52,Professional Services,18,803.67
2025-03-21,Legal Consultation,-441.06,Professional Services,18,67.28
2025-03-22,HR Consultant,-5902.29,Professional Services,18,900.35
2025-03-23,Client Payment - Project A,356406.87,Revenue,18,54367.15
2025-03-24,Online Store Sales,560053.69,Revenue,18,85431.92
2025-03-24,Flight to Mumbai,-3068.57,Travel,5,146.12
2025-03-25,Cleaning Services,-4966.1,Other,12,532.08
2025-03-26,Facebook Ads,-36538.01,Marketing,18,5573.59
2025-03-26,HR Consultant,-9200.16,Professional Services,18,1403.41
2025-03-27,Diwali Gifts,-4733.26,Other,12,507.13
2025-03-27,Zoom Pro License,-2735.82,Software,18,417.33
2025-03-27,Cleaning Services,-1933.01,Other,18,294.87
2025-03-28,Monthly Asset Depreciation,-18000.0,Depreciation,0,0.0
2025-03-28,Bank Loan Interest,-4800.0,Interest,0,0.0
2025-03-28,Mouse & Keyboards,-90385.26,Hardware,18,13787.58
2025-03-28,Flight to Mumbai,-13451.92,Travel,5,640.57
2025-03-29,Monitor Screen,-27325.74,Hardware,18,4168.33
2025-04-01,Product Sales,504725.36,Revenue,18,76992.0
2025-04-01,Repairs & Maintenance,-2595.17,Other,18,395.87
2025-04-04,Print Media Ad,-33771.07,Marketing,18,5151.52
2025-04-04,Monitor Screen,-74664.96,Hardware,18,11389.57
2025-04-04,Coffee for Pantry,-2735.91,Other,12,293.13
2025-04-04,Consulting Fees,565372.46,Revenue,18,86243.26
2025-04-05,Office Rent,-94400.0,Rent,18,14400.0
2025-04-05,Uber/Ola Rides,-5449.76,Travel,12,583.9
2025-04-05,Flight to Mumbai,-7144.0,Travel,12,765.43
2025-04-05,LinkedIn Promo,-27551.06,Marketing,18,4202.7
2025-04-05,Client Payment - Project A,431444.42,Revenue,18,65813.56
2025-04-05,Diwali Gifts,-4747.34,Other,12,508.64
2025-04-06,Accounting Audit,-8778.13,Professional Services,18,1339.04
2025-04-06,Microsoft 365,-8875.97,Software,18,1353.96
2025-04-06,Server Rack Equipment,-53279.6,Hardware,18,8127.4
2025-04-07,AWS Cloud Bill,-5672.28,Software,18,865.26
2025-04-07,Zoom Pro License,-1470.81,Software,18,224.36
2025-04-08,LinkedIn Promo,-7217.94,Marketing,18,1101.04
2025-04-08,Uber/Ola Rides,-2475.76,Travel,12,265.26
2025-04-08,Cleaning Services,-3590.55,Other,5,170.98
2025-04-08,Print Media Ad,-30850.46,Marketing,18,4706.0
2025-04-08,Legal Consultation,-5679.95,Professional Services,18,866.43
2025-04-09,Diwali Gifts,-3261.62,Other,5,155.32
2025-04-09,Monitor Screen,-29928.01,Hardware,18,4565.29
2025-04-10,Monthly Internet & Phone,-12250.860104337993,Utilities,18,1868.7752701532531
2025-04-10,Repairs & Maintenance,-5174.58,Other,18,789.34
2025-04-10,Toner Cartridges,-5096.36,Office Supplies,12,546.04
2025-04-10,Google Ads Campaign,-18115.21,Marketing,18,2763.34
2025-04-11,Print Media Ad,-28552.99,Marketing,18,4355.54
2025-04-11,Whiteboard Markers,-3134.75,Office Supplies,12,335.87
2025-04-11,New Laptop (Dell),-88681.92,Hardware,18,13527.75
2025-04-11,Print Media Ad,-8295.9,Marketing,18,1265.48
2025-04-11,AWS Cloud Bill,-8723.89,Software,18,1330.76
2025-04-12,Flight to Mumbai,-5163.85,Travel,5,245.9
2025-04-12,Online Store Sales,194715.13,Revenue,18,29702.31
2025-04-12,Zoom Pro License,-5201.16,Software,18,793.4
2025-04-13,HR Consultant,-8020.33,Professional Services,18,1223.44
2025-04-13,Facebook Ads,-28295.48,Marketing,18,4316.26
2025-04-13,Whiteboard Markers,-1906.19,Office Supplies,18,290.77
2025-04-14,Printer Paper,-4924.56,Office Supplies,18,751.2
2025-04-14,Uber/Ola Rides,-14662.34,Travel,18,2236.63
2025-04-15,Marketing Agency Fees,-8036.28,Professional Services,18,1225.87
2025-04-15,Product Sales,389500.64,Revenue,18,59415.35
2025-04-15,Coffee for Pantry,-1284.25,Other,18,195.9
2025-04-15,Google Ads Campaign,-16751.17,Marketing,18,2555.26
2025-04-17,Desk Organizers,-2249.84,Office Supplies,18,343.2
2025-04-17,New Laptop (Dell),-104646.01,Hardware,18,15962.95
2025-04-17,Diwali Gifts,-6819.35,Other,12,730.64
2025-04-17,Printer Paper,-1909.44,Office Supplies,12,204.58
2025-04-18,Toner Cartridges,-2614.76,Office Supplies,12,280.15
2025-04-18,HR Consultant,-9164.87,Professional Services,18,1398.03
2025-04-18,Server Rack Equipment,-126831.57,Hardware,18,19347.19
2025-04-19,Ad Revenue,197455.79,Revenue,18,30120.37
2025-04-19,Monitor Screen,-92267.9,Hardware,18,14074.76
2025-04-21,Accounting Audit,-1239.3,Professional Services,18,189.05
2025-04-22,Microsoft 365,-2010.28,Software,18,306.65
2025-04-23,Server Rack Equipment,-140020.42,Hardware,18,21359.05
2025-04-24,Hotel Stay - Client Visit,-21687.5,Travel,5,1032.74
2025-04-24,Monitor Screen,-50596.27,Hardware,18,7718.08
2025-04-24,Desk Organizers,-9269.17,Office Supplies,18,1413.94
2025-04-25,Print Media Ad,-30415.77,Marketing,18,4639.69
2025-04-26,Microsoft 365,-1299.62,Software,18,198.25
2025-04-28,Monthly Asset Depreciation,-18000.0,Depreciation,0,0.0
2025-04-28,Bank Loan Interest,-4800.0,Interest,0,0.0
2025-04-28,Staples Order,-4491.37,Office Supplies,12,481.22
2025-04-28,Monitor Screen,-92804.2,Hardware,18,14156.57
2025-04-29,Zoom Pro License,-7345.1,Software,18,1120.44
2025-04-29,HR Consultant,-8298.99,Professional Services,18,1265.95
2025-04-29,Staples Order,-1436.52,Office Supplies,12,153.91
2025-04-30,Mouse & Keyboards,-30491.67,Hardware,18,4651.27
2025-04-30,Whiteboard Markers,-7630.49,Office Supplies,12,817.55
2025-04-30,Diwali Gifts,-5616.49,Other,5,267.45
2025-04-30,Marketing Agency Fees,-3963.71,Professional Services,18,604.63
2025-04-30,Hotel Stay - Client Visit,-28074.21,Travel,18,4282.51
2025-05-01,Repairs & Maintenance,-6668.69,Other,18,1017.26
2025-05-02,Client Payment - Project A,166522.62,Revenue,18,25401.76
2025-05-02,Adobe Creative Cloud,-6107.83,Software,18,931.7
2025-05-02,Online Store Sales,424889.26,Revenue,18,64813.62
2025-05-04,Google Ads Campaign,-6384.11,Marketing,18,973.85
2025-05-04,SaaS Subscription (Jira),-7689.31,Software,18,1172.95
2025-05-04,Flight to Mumbai,-25815.16,Travel,18,3937.91
2025-05-05,Office Rent,-94400.0,Rent,18,14400.0
2025-05-05,Marketing Agency Fees,-2790.03,Professional Services,18,425.6
2025-05-05,Ad Revenue,195642.09,Revenue,18,29843.71
2025-05-05,New Laptop (Dell),-52196.07,Hardware,18,7962.11
2025-05-06,SaaS Subscription (Jira),-5374.81,Software,18,819.89
2025-05-06,Uber/Ola Rides,-18648.47,Travel,5,888.02
2025-05-07,Ad Revenue,344604.23,Revenue,18,52566.75
2025-05-07,Monitor Screen,-116342.73,Hardware,18,17747.2
2025-05-07,Zoom Pro License,-3043.69,Software,18,464.29
2025-05-07,Repairs & Maintenance,-2293.66,Other,18,349.88
2025-05-08,Monitor Screen,-9662.51,Hardware,18,1473.94
2025-05-08,Mouse & Keyboards,-146131.17,Hardware,18,22291.2
2025-05-08,Facebook Ads,-3409.95,Marketing,18,520.16
2025-05-08,New Laptop (Dell),-53263.86,Hardware,18,8125.0
2025-05-09,Facebook Ads,-16812.71,Marketing,18,2564.65
2025-05-09,Adobe Creative Cloud,-8336.63,Software,18,1271.69
2025-05-10,Monthly Internet & Phone,-13119.323844980812,Utilities,18,2001.2527899123272
2025-05-10,New Laptop (Dell),-121921.0,Hardware,18,18598.12
2025-05-10,Toner Cartridges,-6279.51,Office Supplies,18,957.89
2025-05-11,Hotel Stay - Client Visit,-8708.76,Travel,12,933.08
2025-05-11,Monitor Screen,-104522.71,Hardware,18,15944.14
2025-05-11,Server Rack Equipment,-112755.85,Hardware,18,17200.04
2025-05-12,Adobe Creative Cloud,-4161.96,Software,18,634.87
2025-05-13,Mouse & Keyboards,-142125.39,Hardware,18,21680.14
2025-05-14,Mouse & Keyboards,-48043.58,Hardware,18,7328.68
2025-05-14,Client Payment - Project A,126396.15,Revenue,18,19280.77
2025-05-15,Consulting Fees,166978.53,Revenue,18,25471.3
2025-05-15,Staples Order,-1069.44,Office Supplies,18,163.14
2025-05-15,Mouse & Keyboards,-58247.86,Hardware,18,8885.27
2025-05-16,Coffee for Pantry,-7592.92,Other,5,361.57
2025-05-16,Uber/Ola Rides,-17101.59,Travel,5,814.36
2025-05-16,Consulting Fees,163900.71,Revenue,18,25001.8
2025-05-16,Printer Paper,-633.96,Office Supplies,12,67.92
2025-05-17,HR Consultant,-7879.3,Professional Services,18,1201.93
2025-05-17,Uber/Ola Rides,-13853.48,Travel,12,1484.3
2025-05-17,Mouse & Keyboards,-70142.86,Hardware,18,10699.76
2025-05-17,New Laptop (Dell),-34446.36,Hardware,18,5254.53
2025-05-18,Train Tickets,-3994.0,Travel,18,609.25
2025-05-19,Server Rack Equipment,-37565.88,Hardware,18,5730.39
2025-05-19,Server Rack Equipment,-10628.25,Hardware,18,1621.26
2025-05-20,Facebook Ads,-12132.73,Marketing,18,1850.76
2025-05-20,Microsoft 365,-5548.43,Software,18,846.37
2025-05-20,Facebook Ads,-26232.4,Marketing,18,4001.55
2025-05-21,Toner Cartridges,-1956.81,Office Supplies,12,209.66
2025-05-22,Cleaning Services,-4003.93,Other,18,610.77
2025-05-22,Facebook Ads,-11545.2,Marketing,18,1761.13
2025-05-22,Client Payment - Project A,566313.64,Revenue,18,86386.83
2025-05-22,Monitor Screen,-133486.61,Hardware,18,20362.36
2025-05-23,Accounting Audit,-656.88,Professional Services,18,100.2
2025-05-23,Google Ads Campaign,-30290.82,Marketing,18,4620.63
2025-05-23,Hotel Stay - Client Visit,-18331.9,Travel,18,2796.39
2025-05-23,Printer Paper,-5306.91,Office Supplies,12,568.6
2025-05-24,Coffee for Pantry,-6679.54,Other,5,318.07
2025-05-25,Ad Revenue,554151.03,Revenue,18,84531.51
2025-05-27,Train Tickets,-1154.72,Travel,12,123.72
2025-05-27,Flight to Mumbai,-1164.8,Travel,18,177.68
2025-05-28,Monthly Asset Depreciation,-18000.0,Depreciation,0,0.0
2025-05-28,Bank Loan Interest,-4800.0,Interest,0,0.0
2025-05-28,Flight to Mumbai,-14581.53,Travel,5,694.36
2025-05-28,Zoom Pro License,-4037.21,Software,18,615.84
2025-05-29,Marketing Agency Fees,-3191.45,Professional Services,18,486.83
2025-05-30,Train Tickets,-6033.72,Travel,5,287.32
2025-05-30,SaaS Subscription (Jira),-7465.82,Software,18,1138.85
2025-05-30,Accounting Audit,-6833.41,Professional Services,18,1042.38
2025-05-31,Monitor Screen,-104101.44,Hardware,18,15879.88
2025-05-31,Whiteboard Markers,-7835.78,Office Supplies,18,1195.29
2025-06-01,Marketing Agency Fees,-7392.55,Professional Services,18,1127.68
2025-06-01,Zoom Pro License,-6418.54,Software,18,979.1
2025-06-03,New Laptop (Dell),-139138.86,Hardware,18,21224.57
2025-06-04,Diwali Gifts,-5906.22,Other,18,900.95
2025-06-04,Online Store Sales,226861.85,Revenue,18,34606.04
2025-06-05,Office Rent,-94400.0,Rent,18,14400.0
2025-06-05,SaaS Subscription (Jira),-4729.1,Software,18,721.39
2025-06-06,Desk Organizers,-2310.34,Office Supplies,12,247.54
2025-06-06,Adobe Creative Cloud,-7809.8,Software,18,1191.33
2025-06-06,Uber/Ola Rides,-11690.93,Travel,5,556.71
2025-06-06,Diwali Gifts,-6136.1,Other,12,657.44
2025-06-06,Mouse & Keyboards,-47224.19,Hardware,18,7203.69
2025-06-07,Consulting Fees,248944.41,Revenue,18,37974.57
2025-06-07,Legal Consultation,-4961.43,Professional Services,18,756.83
2025-06-07,Uber/Ola Rides,-24873.11,Travel,18,3794.2
2025-06-08,Toner Cartridges,-7118.92,Office Supplies,18,1085.94
2025-06-08,Monitor Screen,-43901.69,Hardware,18,6696.87
2025-06-08,Toner Cartridges,-7603.35,Office Supplies,18,1159.83
2025-06-08,AWS Cloud Bill,-3862.6,Software,18,589.21
2025-06-08,Online Store Sales,484834.61,Revenue,18,73957.82
2025-06-09,SaaS Subscription (Jira),-6423.12,Software,18,979.8
2025-06-10,Monthly Internet & Phone,-13909.515489275693,Utilities,18,2121.7904983640888
2025-06-11,SaaS Subscription (Jira),-8852.71,Software,18,1350.41
2025-06-11,Zoom Pro License,-1954.98,Software,18,298.22
2025-06-11,Ad Revenue,364279.46,Revenue,18,55568.05
2025-06-12,HR Consultant,-8683.76,Professional Services,18,1324.64
2025-06-12,LinkedIn Promo,-2334.55,Marketing,18,356.12
2025-06-12,LinkedIn Promo,-24438.44,Marketing,18,3727.9
2025-06-12,New Laptop (Dell),-9572.39,Hardware,18,1460.2
2025-06-13,New Laptop (Dell),-145452.81,Hardware,18,22187.72
2025-06-13,Adobe Creative Cloud,-4565.36,Software,18,696.41
2025-06-14,Print Media Ad,-30022.95,Marketing,18,4579.77
2025-06-15,Accounting Audit,-1525.11,Professional Services,18,232.64
2025-06-15,Coffee for Pantry,-1583.63,Other,5,75.41
2025-06-15,Cleaning Services,-7255.75,Other,5,345.51
2025-06-16,SaaS Subscription (Jira),-7757.14,Software,18,1183.29
2025-06-17,Repairs & Maintenance,-280.93,Other,18,42.85
2025-06-17,LinkedIn Promo,-17452.31,Marketing,18,2662.22
2025-06-17,Legal Consultation,-3388.46,Professional Services,18,516.88
2025-06-18,Print Media Ad,-2872.73,Marketing,18,438.21
2025-06-19,Desk Organizers,-5271.68,Office Supplies,18,804.15
2025-06-19,HR Consultant,-3231.22,Professional Services,18,492.9
2025-06-19,Consulting Fees,309612.46,Revenue,18,47229.02
2025-06-19,Google Ads Campaign,-29370.98,Marketing,18,4480.32
2025-06-20,Train Tickets,-12061.04,Travel,18,1839.82
2025-06-20,Adobe Creative Cloud,-6076.43,Software,18,926.91
2025-06-20,Print Media Ad,-31547.06,Marketing,18,4812.26
2025-06-21,Microsoft 365,-3929.74,Software,18,599.45
2025-06-21,Hotel Stay - Client Visit,-4229.02,Travel,5,201.38
2025-06-22,Facebook Ads,-25115.58,Marketing,18,3831.19
2025-06-22,Monitor Screen,-96143.36,Hardware,18,14665.94
2025-06-22,Repairs & Maintenance,-1178.48,Other,5,56.12
2025-06-22,Google Ads Campaign,-28868.0,Marketing,18,4403.59
2025-06-22,Flight to Mumbai,-8848.59,Travel,12,948.06
2025-06-24,SaaS Subscription (Jira),-1358.92,Software,18,207.29
2025-06-24,Legal Consultation,-7504.86,Professional Services,18,1144.81
2025-06-24,HR Consultant,-6161.18,Professional Services,18,939.84
2025-06-24,Online Store Sales,114584.3,Revenue,18,17478.96
2025-06-24,Microsoft 365,-2182.2,Software,18,332.88
2025-06-25,Coffee for Pantry,-2530.3,Other,12,271.1
2025-06-25,Cleaning Services,-2207.74,Other,12,236.54
2025-06-25,Hotel Stay - Client Visit,-14567.53,Travel,5,693.69
2025-06-25,Marketing Agency Fees,-6382.44,Professional Services,18,973.59
2025-06-26,Facebook Ads,-20611.78,Marketing,18,3144.17
2025-06-26,Toner Cartridges,-2262.35,Office Supplies,12,242.39
2025-06-26,Flight to Mumbai,-1831.97,Travel,5,87.24
2025-06-26,Whiteboard Markers,-5045.36,Office Supplies,18,769.63
2025-06-27,Hotel Stay - Client Visit,-8223.53,Travel,12,881.09
2025-06-27,Legal Consultation,-7161.13,Professional Services,18,1092.38
2025-06-27,Marketing Agency Fees,-4195.1,Professional Services,18,639.93
2025-06-27,Marketing Agency Fees,-4579.7,Professional Services,18,698.6
2025-06-27,Train Tickets,-22117.82,Travel,12,2369.77
2025-06-28,Monthly Asset Depreciation,-18000.0,Depreciation,0,0.0
2025-06-28,Bank Loan Interest,-4800.0,Interest,0,0.0
2025-06-28,Toner Cartridges,-8264.16,Office Supplies,12,885.45
2025-06-29,HR Consultant,-6021.7,Professional Services,18,918.56
2025-06-29,AWS Cloud Bill,-2472.44,Software,18,377.15
2025-06-30,Train Tickets,-8986.96,Travel,5,427.95
2025-07-01,Uber/Ola Rides,-2349.22,Travel,18,358.36
2025-07-01,Service Contract Q2,194740.24,Revenue,18,29706.14
2025-07-01,Monitor Screen,-43157.91,Hardware,18,6583.41
2025-07-01,HR Consultant,-601.04,Professional Services,18,91.68
2025-07-01,Print Media Ad,-8038.47,Marketing,18,1226.21
2025-07-01,Service Contract Q2,550847.54,Revenue,18,84027.59
2025-07-04,SaaS Subscription (Jira),-8993.16,Software,18,1371.84
2025-07-04,Uber/Ola Rides,-7058.9,Travel,12,756.31
2025-07-04,Accounting Audit,-1671.02,Professional Services,18,254.9
2025-07-05,Office Rent,-94400.0,Rent,18,14400.0
2025-07-05,Staples Order,-8345.11,Office Supplies,18,1272.98
2025-07-05,HR Consultant,-4751.15,Professional Services,18,724.75
2025-07-05,AWS Cloud Bill,-8787.0,Software,18,1340.39
2025-07-05,LinkedIn Promo,-22971.29,Marketing,18,3504.09
2025-07-06,Microsoft 365,-8408.41,Software,18,1282.64
2025-07-06,Print Media Ad,-9949.58,Marketing,18,1517.73
2025-07-06,Whiteboard Markers,-8814.71,Office Supplies,12,944.43
2025-07-06,Train Tickets,-26794.65,Travel,12,2870.86
2025-07-07,Adobe Creative Cloud,-5594.85,Software,18,853.45
2025-07-07,Diwali Gifts,-8125.31,Other,18,1239.45
2025-07-07,Zoom Pro License,-1940.09,Software,18,295.95
2025-07-07,Train Tickets,-9828.12,Travel,12,1053.01
2025-07-08,Print Media Ad,-21966.5,Marketing,18,3350.82
2025-07-09,Adobe Creative Cloud,-4495.17,Software,18,685.7
2025-07-10,Monthly Internet & Phone,-7794.330291823591,Utilities,18,1188.965637735802
2025-07-10,Mouse & Keyboards,-108836.65,Hardware,18,16602.2
2025-07-10,Coffee for Pantry,-6066.74,Other,12,650.01
2025-07-11,Ad Revenue,138024.96,Revenue,18,21054.65
2025-07-11,New Laptop (Dell),-121089.35,Hardware,18,18471.26
2025-07-11,Facebook Ads,-2337.64,Marketing,18,356.59
2025-07-12,Legal Consultation,-7364.4,Professional Services,18,1123.38
2025-07-12,Ad Revenue,522819.02,Revenue,18,79752.05
2025-07-12,Zoom Pro License,-3603.21,Software,18,549.64
2025-07-13,Printer Paper,-2495.29,Office Supplies,12,267.35
2025-07-13,Microsoft 365,-2957.37,Software,18,451.12
2025-07-14,Hotel Stay - Client Visit,-15589.82,Travel,12,1670.34
2025-07-14,Cleaning Services,-3737.66,Other,5,177.98
2025-07-14,Online Store Sales,174028.68,Revenue,18,26546.75
2025-07-14,Desk Organizers,-1461.76,Office Supplies,18,222.98
2025-07-15,Coffee for Pantry,-5334.32,Other,18,813.71
2025-07-15,Mouse & Keyboards,-122193.44,Hardware,18,18639.68
2025-07-15,Zoom Pro License,-992.99,Software,18,151.47
2025-07-16,Google Ads Campaign,-18784.07,Marketing,18,2865.37
2025-07-16,Diwali Gifts,-3964.38,Other,18,604.74
2025-07-16,Uber/Ola Rides,-11784.1,Travel,5,561.15
2025-07-16,Desk Organizers,-8075.71,Office Supplies,18,1231.89
2025-07-16,Train Tickets,-20176.59,Travel,12,2161.78
2025-07-17,Hotel Stay - Client Visit,-12423.21,Travel,12,1331.06
2025-07-17,Marketing Agency Fees,-6854.96,Professional Services,18,1045.67
2025-07-18,Ad Revenue,408282.16,Revenue,18,62280.33
2025-07-18,Facebook Ads,-34316.16,Marketing,18,5234.67
2025-07-18,Cleaning Services,-3298.84,Other,5,157.09
2025-07-18,Printer Paper,-1911.51,Office Supplies,12,204.8
2025-07-19,Legal Consultation,-5050.19,Professional Services,18,770.37
2025-07-19,Monitor Screen,-44693.77,Hardware,18,6817.69
2025-07-19,Microsoft 365,-6905.03,Software,18,1053.31
2025-07-20,Staples Order,-7774.3,Office Supplies,18,1185.91
2025-07-20,Product Sales,290122.36,Revenue,18,44255.95
2025-07-20,Google Ads Campaign,-16393.46,Marketing,18,2500.7
2025-07-20,Client Payment - Project A,151974.17,Revenue,18,23182.5
2025-07-21,Legal Consultation,-2369.93,Professional Services,18,361.51
2025-07-23,Desk Organizers,-3920.74,Office Supplies,12,420.08
2025-07-24,Legal Consultation,-5467.73,Professional Services,18,834.06
2025-07-24,Adobe Creative Cloud,-4271.74,Software,18,651.62
2025-07-25,Uber/Ola Rides,-14334.72,Travel,5,682.61
2025-07-27,Microsoft 365,-3428.64,Software,18,523.01
2025-07-27,Facebook Ads,-21974.72,Marketing,18,3352.08
2025-07-27,Online Store Sales,136025.79,Revenue,18,20749.7
2025-07-27,Flight to Mumbai,-5503.91,Travel,5,262.09
2025-07-28,Monthly Asset Depreciation,-18000.0,Depreciation,0,0.0
2025-07-28,Bank Loan Interest,-4800.0,Interest,0,0.0
